Date,Discharge,BOD,TSS,OG,pH,Phenols,COD
7/1/2016,,,,nil,7,0.04,22
7/2/2016,,,,nil,7,0.01,30
7/3/2016,,,,nil,7,0.03,35
7/4/2016,,13,38,nil,7,0.01,37
7/5/2016,,,,nil,7,0.01,37
7/6/2016,,,,nil,7,0.02,23
7/7/2016,,,,1.33,7,0.01,50
7/8/2016,,,,1.33,7,0.01,58
7/9/2016,,,,1.33,7,0.02,60
7/10/2016,,,,nil,7,0.01,60
7/11/2016,,11,34,2.66,7,0.02,51
7/12/2016,,,,2.66,7,0.01,44
7/13/2016,,,,1.33,7,0.01,39
7/14/2016,,,,1.33,7,0.01,33
7/15/2016,,,,nil,7,0.01,40
7/16/2016,,,,nil,7,0.01,32
7/17/2016,,,,nil,7,0.01,34
7/18/2016,,6,48,nil,7,0.01,22
7/19/2016,,,,nil,7,0.01,29
7/20/2016,,,,nil,7,0.02,22
7/21/2016,,,,nil,7,0.01,17
7/22/2016,,,,nil,7,0.03,26
7/23/2016,,,,1.33,7,0.01,32
7/24/2016,,,,nil,7,0.03,53
7/25/2016,,22,64,nil,7,0.01,58
7/26/2016,,,,nil,7,0.01,57
7/27/2016,,,,nil,7,0.05,60
7/28/2016,,,,nil,7,0.03,58
7/29/2016,,,,nil,7,0.01,52
7/30/2016,,,,1.33,7,0.04,55
7/31/2016,,,,nil,7,0.01,52
8/1/2016,,21,61,nil,7,0.01,21
8/2/2016,,,,nil,7,0.01,29
8/3/2016,,,,nil,7,0.01,25
8/4/2016,,,,nil,7,0.03,20
8/5/2016,,6,4,nil,9,0.01,54
8/6/2016,,,,1.33,9,0.01,33
8/7/2016,,,,2,7,0.01,28
8/8/2016,,,,nil,7,0.02,53
8/9/2016,,,,1.33,7,0.04,60
8/10/2016,,,,1.33,7,0.01,58
8/11/2016,,,,nil,7,0.02,32
8/12/2016,,,,2.66,8,0.01,47
8/13/2016,,,,nil,7,0.01,50
8/14/2016,,,,1.33,9,0.01,33
8/15/2016,,,,nil,7,0.01,23
8/16/2016,,,,nil,7,0.02,28
8/17/2016,,,,nil,7,0.01,30
8/18/2016,,,,nil,7,0.01,23
8/19/2016,,,,nil,7,0.01,35
8/20/2016,,,,nil,7,0.02,20
8/21/2016,,,,nil,7,0.01,22
8/22/2016,,12,9,nil,7,0.01,12
8/23/2016,,,,nil,7,0.01,21
8/24/2016,,,,nil,7,0.01,14
8/25/2016,,,,1.33,7,0.04,26
8/26/2016,,,,nil,8,0.01,26
8/27/2016,,,,nil,7,0.01,26
8/28/2016,,,,nil,7,0.01,30
8/29/2016,,,,nil,7,0.03,33
8/30/2016,,12,21,1.33,7,0.01,23
8/31/2016,,,,nil,6,0.02,14
9/1/2016,,,,nil,7,0.03,34
9/2/2016,,,,nil,8,0.01,36
9/3/2016,,,,nil,7,0.01,21
9/4/2016,,,,nil,7,0.02,33
9/5/2016,,10,24,nil,7,0.01,24
9/6/2016,,,,nil,7,0.05,60
9/7/2016,,,,nil,7,0.01,58
9/8/2016,,,,nil,7,0.01,20
9/9/2016,,,,nil,7,0.01,29
9/10/2016,,,,nil,7,0.02,14
9/11/2016,,,,nil,7,0.01,21
9/12/2016,,,,nil,7,0.01,17
9/13/2016,,13,34,nil,7,0.01,11
9/14/2016,,,,nil,7,0.02,11
9/15/2016,,,,nil,7,0.01,14
9/16/2016,,,,nil,7,0.01,39
9/17/2016,,,,1.33,7,0.03,31
9/18/2016,,,,nil,7,0.01,20
9/19/2016,,13,25,nil,7,0.01,12
9/20/2016,,,,nil,7,0.01,11
9/21/2016,,,,nil,8,0.01,27
9/22/2016,,,,nil,7,0.04,28
9/23/2016,,,,nil,7,0.01,16
9/24/2016,,,,nil,7,0.03,11
9/25/2016,,,,nil,6,0.01,57
9/26/2016,,32,58,nil,8,0.01,53
9/27/2016,,,,1.33,6,0.02,60
9/28/2016,,,,nil,7,0.01,12
9/29/2016,,,,1.33,7,0.01,14
9/30/2016,,,,nil,7,0.02,10
10/1/2016,,,,1.33,7,0.04,25
10/2/2016,,,,nil,7,0.01,33
10/3/2016,,23,36,nil,7,0.04,35
10/4/2016,,,,nil,7,0.01,37
10/5/2016,,,,nil,7,0.05,40
10/6/2016,,,,nil,7,0.02,23
10/7/2016,,,,1.33,7,0.01,50
10/8/2016,,,,1.33,7,0.01,58
10/9/2016,,,,nil,7,0.02,50
10/10/2016,,12,44,nil,7,nil,60
10/11/2016,,,,nil,7,0.02,51
10/12/2016,,,,nil,7,0.01,45
10/13/2016,,,,nil,6,0.01,37
10/14/2016,,,,nil,7,0.01,33
10/15/2016,,,,nil,7,0.01,40
10/16/2016,,,,nil,7,0.01,32
10/17/2016,,23,25,nil,7,0.01,34
10/18/2016,,,,nil,8,0.01,22
10/19/2016,,,,nil,7,0.03,29
10/20/2016,,,,nil,7,0.02,22
10/21/2016,,,,nil,7,0.01,18
10/22/2016,,,,nil,7,0.03,26
10/23/2016,,,,nil,7,0.01,34
10/24/2016,,10,23,nil,6,0.03,53
10/25/2016,,,,nil,7,0.01,58
10/26/2016,,,,nil,7,0.01,57
10/27/2016,,,,nil,7,0.05,60
10/28/2016,,,,nil,7,0.03,58
10/29/2016,,,,nil,6,0.01,51
10/30/2016,,,,nil,7,0.04,55
10/31/2016,,,,nil,7,0.01,54
11/1/2016,,,,2,6,0.01,29
11/2/2016,,,,2,7,0.01,22
11/3/2016,,,,1,7,0.01,27
11/4/2016,,,,2,6,0.03,20
11/5/2016,,,,1,7,0.01,54
11/6/2016,,,,2,7,0.01,33
11/7/2016,,10,11,2,7,0.01,28
11/8/2016,,,,1,7,0.02,53
11/9/2016,,,,1,7,0.04,50
11/10/2016,,,,1,7,0.01,58
11/11/2016,,,,1,7,0.02,32
11/12/2016,,,,1,7,0.01,47
11/13/2016,,,,1,7,0.01,30
11/14/2016,,11,38,1,8,nil,33
11/15/2016,,,,1,7,0.01,27
11/16/2016,,,,1,7,0.02,29
11/17/2016,,,,1,7,0.01,30
11/18/2016,,,,1,7,0.01,26
11/19/2016,,,,1,7,0.01,35
11/20/2016,,,,1,7,0.02,20
11/21/2016,,8,28,1,7,0.04,22
11/22/2016,,,,1,7,0.01,17
11/23/2016,,,,1,7,0.01,21
11/24/2016,,,,1,7,0.05,14
11/25/2016,,,,1,7,0.04,20
11/26/2016,,,,1,7,0.05,26
11/27/2016,,,,1,7,0.03,26
11/28/2016,,16,5,1,7,0.01,30
11/29/2016,,,,1,7,0.03,35
11/30/2016,,,,1,7,0.03,26
12/1/2016,,,,1,7,0.03,39
12/2/2016,,,,1,8,0.01,36
12/3/2016,,,,1,7,0.01,23
12/4/2016,,,,1,7,0.02,33
12/5/2016,,15,21,1,7,0.01,24
12/6/2016,,,,1,7,0.05,45
12/7/2016,,,,1,7,0.01,58
12/8/2016,,,,1,7,0.01,26
12/9/2016,,,,1,7,0.01,29
12/10/2016,,,,1,7,0.02,14
12/11/2016,,,,1,7,0.01,27
12/12/2016,,16,12,1,7,0.01,27
12/13/2016,,,,1,7,0.01,15
12/14/2016,,,,1,7,0.02,18
12/15/2016,,,,1,7,0.01,14
12/16/2016,,,,1,7,0.01,39
12/17/2016,,,,1,7,0.03,31
12/18/2016,,,,1,7,0.01,25
12/19/2016,,13,44,1,7,0.01,12
12/20/2016,,,,1,7,0.01,15
12/21/2016,,,,1,8,0.01,27
12/22/2016,,,,1,7,0.04,28
12/23/2016,,,,1,7,0.01,16
12/24/2016,,,,1,7,0.03,11
12/25/2016,,,,1,6,0.01,57
12/26/2016,,,,1,8,0.01,53
12/27/2016,,,,1,6,0.02,54
12/28/2016,,,,1,7,0.01,12
12/29/2016,,,,1,7,0.01,18
12/30/2016,,,,1,7,0.02,10
12/31/2016,,,,1,7,0.01,19
1/1/2017,,,,1,7,0.02,39
1/2/2017,,,,1,7,0.01,48
1/3/2017,,,,1,7,0.04,42
1/4/2017,,25,30,2,7,0.03,81
1/5/2017,,,,2,7,0.01,58
1/6/2017,,,,1,6,0.04,57
1/7/2017,,,,1,7,0.05,23
1/8/2017,,,,1,7,-,38
1/9/2017,,26,27,1,7,0.01,43
1/10/2017,,,,1,7,0.02,53
1/11/2017,,,,1,7,0.04,58
1/12/2017,,,,1,7,0.02,38
1/13/2017,,,,1,7,0.02,47
1/14/2017,,,,1,7,0.01,41
1/15/2017,,,,1,7,0.02,38
1/16/2017,,27,26,1,7,0.04,33
1/17/2017,,,,1,7,0.03,28
1/18/2017,,,,1,7,0.02,23
1/19/2017,,,,1,7,0.05,47
1/20/2017,,,,1,7,0.02,34
1/21/2017,,,,1,7,0.01,25
1/22/2017,,,,1,7,0.02,34
1/23/2017,,22,8,1,7,0.02,60
1/24/2017,,,,1,7,0.03,48
1/25/2017,,,,1,7,0.04,34
1/26/2017,,,,1,7,0.04,26
1/27/2017,,,,1,7,0.04,23
1/28/2017,,,,1,8,-,35
1/29/2017,,,,1,8,0.01,58
1/30/2017,,,,1,8,0.03,53
1/31/2017,,,,1,7,0.01,49
2/1/2017,,,,1,7,0.04,54
2/2/2017,,,,1,7,0.01,49
2/3/2017,,,,1,7,0.03,57
2/4/2017,,,,1,7,0.01,43
2/5/2017,,,,1,8,0.04,47
2/6/2017,,,,1,7,0.02,46
2/7/2017,,,,1,7,0.03,36
2/8/2017,,,,1,7,0.02,33
2/9/2017,,,,1,7,0.01,39
2/10/2017,,,,1,7,-,29
2/11/2017,,,,1,7,0.01,25
2/12/2017,,,,1,7,0.03,60
2/13/2017,,,,1,7,0.04,48
2/14/2017,,,,1,7,0.02,45
2/15/2017,,,,1,7,0.02,39
2/16/2017,,,,1,8,0.02,36
2/17/2017,,,,1,7,0.01,42
2/18/2017,,,,1,8,0.04,48
2/19/2017,,,,1,8,0.04,33
2/20/2017,,20,19,1,8,0.01,38
2/21/2017,,,,1,7,0.01,40
2/22/2017,,,,1,7,0.05,45
2/23/2017,,,,1,7,0.01,48
2/24/2017,,,,1,7,0.02,38
2/25/2017,,,,1,7,0.01,32
2/26/2017,,,,1,8,0.01,58
2/27/2017,,10,18,1,7,0.03,25
2/28/2017,,,,1,8,0.02,35
3/1/2017,,,,1,7,0.01,27
3/2/2017,,,,1,7,0.03,23
3/3/2017,,,,1,7,0.01,54
3/4/2017,,,,1,7,0.04,46
3/5/2017,,,,1,8,0.01,50
3/6/2017,,15,21,1,8,0.02,54
3/7/2017,,,,1,7,0.01,52
3/8/2017,,,,1,7,0.01,55
3/9/2017,,,,0.8,7,0.01,48
3/10/2017,,,,0.8,7,0.05,45
3/11/2017,,,,0.8,7,0.01,40
3/12/2017,,,,0.8,7,0.01,51
3/13/2017,,6,24,0.8,7,0.04,38
3/14/2017,,,,0.8,7,0.02,42
3/15/2017,,,,0.8,7,0.01,53
3/16/2017,,,,0.8,7,0.01,57
3/17/2017,,,,0.8,7,0.02,48
3/18/2017,,,,0.8,7,0.01,34
3/19/2017,,,,0.8,7,0.01,48
3/20/2017,,13,34,0.8,7,0.05,43
3/21/2017,,,,0.8,7,0.01,47
3/22/2017,,,,0.8,7,0.05,53
3/23/2017,,,,0.8,7,0.01,45
3/24/2017,,,,0.8,7,0.03,60
3/25/2017,,,,0.8,7,0.01,56
3/26/2017,,,,0.8,7,0.02,53
3/27/2017,,14,30,0.8,7,0.02,55
3/28/2017,,,,0.8,7,0.01,58
3/29/2017,,,,0.8,7,0.01,52
3/30/2017,,,,0.8,7,0.02,56
3/31/2017,,,,0.8,7,0.01,60
4/1/2017,,,,0.8,7,0.02,60
4/2/2017,,,,0.8,7,0.01,59
4/3/2017,,13,25,0.8,7,0.04,55
4/4/2017,,,,0.8,7,0.03,41
4/5/2017,,,,0.8,7,0.01,56
4/6/2017,,,,0.8,7,0.04,48
4/7/2017,,,,0.8,7,0.05,55
4/8/2017,,,,0.8,7,nil,50
4/9/2017,,,,0.8,7,0.01,48
4/10/2017,,29,37,0.8,7,0.02,56
4/11/2017,,,,0.8,7,0.04,60
4/12/2017,,,,0.8,7,0.02,60
4/13/2017,,,,0.8,7,0.01,60
4/14/2017,,,,0.8,7,0.01,54
4/15/2017,,,,0.8,7,0.02,47
4/16/2017,,,,0.8,7,0.04,52
4/17/2017,,30,56,0.8,7,0.03,58
4/18/2017,,,,0.8,7,0.03,50
4/19/2017,,,,0.8,7,0.05,56
4/20/2017,,,,0.8,7,0.02,58
4/21/2017,,,,0.8,7,0.01,52
4/22/2017,,,,0.8,7,0.02,49
4/23/2017,,,,0.8,7,0.02,58
4/24/2017,,28,52,0.8,7,0.03,59
4/25/2017,,,,0.8,7,0.02,53
4/26/2017,,,,1.9,7,0.04,44
4/27/2017,,,,1.9,7,0.04,49
4/28/2017,,,,0.8,7,nil,46
4/29/2017,,,,0.8,7,0.01,49
4/30/2017,,,,0.8,7,0.03,56
5/1/2017,,,,0.8,7,0.04,47
5/2/2017,,,,0.8,7,0.03,43
5/3/2017,,15,22,1.6,7,0.03,39
5/4/2017,,,,0.8,7,0.01,54
5/5/2017,,,,0.8,7,0.04,58
5/6/2017,,,,0.8,7,0.02,52
5/7/2017,,,,0.8,7,0.03,44
5/8/2017,,13,25,0.8,7,0.02,37
5/9/2017,,,,0.8,7,0.01,46
5/10/2017,,,,0.8,7,nil,50
5/11/2017,,,,0.8,7,0.01,47
5/12/2017,,,,0.8,7,0.03,49
5/13/2017,,,,0.8,7,0.04,46
5/14/2017,,,,0.8,7,0.02,42
5/15/2017,,13,38,0.8,7,0.02,48
5/16/2017,,,,0.8,7,0.02,52
5/17/2017,,,,0.8,7,0.01,50
5/18/2017,,,,0.8,7,0.04,54
5/19/2017,,,,0.8,8,0.04,53
5/20/2017,,,,0.8,8,0.01,57
5/21/2017,,,,0.8,7,0.01,55
5/22/2017,,28,43,0.8,7,0.05,50
5/23/2017,,,,0.8,7,0.01,56
5/24/2017,,,,0.8,8,0.02,53
5/25/2017,,,,0.8,8,0.01,57
5/26/2017,,,,0.8,7,0.01,52
5/27/2017,,,,0.8,7,0.03,54
5/28/2017,,,,0.8,7,0.02,44
5/29/2017,,30,33,0.8,7,0.01,48
5/30/2017,,,,0.8,7,nil,50
5/31/2017,,,,0.8,7,0.04,55
6/1/2017,,,,0.8,7,0.03,56
6/2/2017,,,,0.8,7,0.02,58
6/3/2017,,,,0.8,7,0.01,55
6/4/2017,,,,0.8,7,0.04,58
6/5/2017,,9,4,0.8,7,0.02,54
6/6/2017,,,,0.8,7,0.02,51
6/7/2017,,,,0.8,7,0.01,55
6/8/2017,,,,0.8,7,0.04,54
6/9/2017,,,,0.8,7,0.01,52
6/10/2017,,,,0.8,7,nil,46
6/11/2017,,,,0.8,7,0.01,50
6/12/2017,,,,0.8,7,0.01,48
6/13/2017,,13,36,0.8,7,0.04,50
6/14/2017,,,,0.8,8,0.02,48
6/15/2017,,,,0.8,8,0.01,52
6/16/2017,,,,0.8,7,0.01,58
6/17/2017,,,,0.8,7,0.02,54
6/18/2017,,,,0.8,8,0.01,54
6/19/2017,,12,29,0.8,7,0.01,52
6/20/2017,,,,0.8,8,0.02,55
6/21/2017,,,,1,8,0.01,58
6/22/2017,,,,0.8,7,0.05,54
6/23/2017,,,,0.8,7,0.04,45
6/24/2017,,,,0.8,8,0.03,48
6/25/2017,,,,0.8,7,0.01,50
6/26/2017,,,,0.8,7,0.02,52
6/27/2017,,24,28,0.8,7,0.02,54
6/28/2017,,,,0.8,7,0.01,51
6/29/2017,,,,0.8,7,0.01,53
6/30/2017,,,,0.8,7,0.02,58
7/1/2017,,,,0.8,7,0.04,54
7/2/2017,,,,0.8,7,0.014,57
7/3/2017,,28,48,0.8,7,0.04,55
7/4/2017,,,,0.8,7,0.03,54
7/5/2017,,,,0.8,7,0.02,52
7/6/2017,,,,0.8,7,0.04,48
7/7/2017,,,,0.8,7,0.05,42
7/8/2017,,,,0.8,7,-,48
7/9/2017,,,,0.8,7,0.01,46
7/10/2017,,18,20,0.8,7,0.02,52
7/11/2017,,,,0.8,7,0.04,54
7/12/2017,,,,0.8,7,0.02,48
7/13/2017,,,,0.8,7,0.01,48
7/14/2017,,,,0.8,7,0.01,51
7/15/2017,,,,0.8,7,-,54
7/16/2017,,,,0.8,7,0.04,51
7/17/2017,,12,50,0.8,7,0.03,44
7/18/2017,,,,0.8,7,0.01,48
7/19/2017,,,,0.8,7,0.05,38
7/20/2017,,,,0.8,7,0.02,47
7/21/2017,,,,0.8,7,0.01,52
7/22/2017,,,,0.8,7,0.02,57
7/23/2017,,,,0.8,7,0.02,60
7/24/2017,,16,11,0.8,7,0.02,55
7/25/2017,,,,0.8,7,0.01,52
7/26/2017,,,,1.8,7,0.04,60
7/27/2017,,,,1.9,7,0.04,51
7/28/2017,,,,0.8,7,-,48
7/29/2017,,,,0.8,7,0.01,52
7/30/2017,,,,0.8,7,0.03,57
7/31/2017,,8,34,0.8,7,0.04,51
8/1/2017,,,,0.8,7,0.01,56
8/2/2017,,,,0.8,7,0.03,52
8/3/2017,,,,0.8,7,0.03,38
8/4/2017,,,,0.8,7,0.01,32
8/5/2017,,,,0.8,7,0.04,39
8/6/2017,,,,0.8,7,0.01,48
8/7/2017,,19,30,0.8,7,0.03,53
8/8/2017,,,,0.8,7,0.02,58
8/9/2017,,,,0.8,7,0.01,56
8/10/2017,,,,0.8,7,-,35
8/11/2017,,,,0.8,7,0.01,53
8/12/2017,,,,0.8,7,0.03,50
8/13/2017,,,,0.8,7,0.04,40
8/14/2017,,12,5,0.8,7,0.02,38
8/15/2017,,,,0.8,7,0.02,45
8/16/2017,,,,0.8,7,0.02,42
8/17/2017,,,,0.8,7,0.01,38
8/18/2017,,,,0.8,8,0.04,44
8/19/2017,,,,0.8,8,0.04,37
8/20/2017,,,,0.8,7,0.01,40
8/21/2017,,16,14,0.8,7,0.01,42
8/22/2017,,,,0.8,7,0.05,40
8/23/2017,,,,0.8,8,0.01,36
8/24/2017,,,,0.8,8,0.02,37
8/25/2017,,,,0.8,7,0.05,29
8/26/2017,,,,0.8,7,0.01,33
8/27/2017,,,,0.8,7,0.03,44
8/28/2017,,,,0.8,7,0.02,48
8/29/2017,,13,11,0.8,7,0.01,39
8/30/2017,,,,0.8,7,0.02,42
8/31/2017,,,,0.8,7,0.04,54
9/1/2017,,,,0.8,7,0.01,51
9/2/2017,,,,0.8,7,0.02,38
9/3/2017,,,,0.8,7,0.01,33
9/4/2017,,12,28,0.8,7,0.04,43
9/5/2017,,,,0.8,7,0.02,51
9/6/2017,,,,0.8,7,-,54
9/7/2017,,,,0.8,7,0.01,51
9/8/2017,,,,0.8,7,0.04,52
9/9/2017,,,,0.8,7,0.01,30
9/10/2017,,,,0.8,7,0.02,35
9/11/2017,,10,2,0.8,7,0.01,42
9/12/2017,,,,0.8,7,0.01,40
9/13/2017,,,,0.8,7,0.04,47
9/14/2017,,,,0.8,8,0.02,37
9/15/2017,,,,0.8,8,0.02,48
9/16/2017,,,,0.8,7,0.04,53
9/17/2017,Maintenance S/D,,,,,,
9/18/2017,Maintenance S/D,,,,,,
9/19/2017,Maintenance S/D,,,,,,
9/20/2017,Maintenance S/D,,,,,,
9/21/2017,Maintenance S/D,,,,,,
9/22/2017,Maintenance S/D,,,,,,
9/23/2017,Maintenance S/D,,,,,,
9/24/2017,Maintenance S/D,,,,,,
9/25/2017,Maintenance S/D,,,,,,
9/26/2017,Maintenance S/D,,,,,,
9/27/2017,Maintenance S/D,,,,,,
9/28/2017,Maintenance S/D,,,,,,
9/29/2017,,,,0.8,7,0.02,53
9/30/2017,,,,0.8,7,0.04,56
